Tournament,Date,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Winston-Salem Open at Wake Forest University,2022-08-22,Hard,1st Round,3,Ymer M.,Coria F.,Ymer M.,74,78,680,665,1.2,4.5,6-2 6-3
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,1st Round,3,Lajovic D.,Fognini F.,Fognini F.,88,61,606,772,2.37,1.57,5-7 5-7
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Monteiro T.,Basilashvili N.,Monteiro T.,67,35,721,1290,1.44,2.75,6-4 6-1
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Musetti L.,Gasquet R.,Gasquet R.,30,91,1322,583,1.57,2.37,6-7 6-4 1-6
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Sousa J.,Djere L.,Djere L.,59,89,786,597,2.3,1.61,6-4 3-6 6-7
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Cressy M.,Duckworth J.,Cressy M.,34,84,1294,622,1.44,2.75,6-3 6-3
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Ruusuvuori E.,Mannarino A.,Mannarino A.,44,65,1026,741,1.44,2.75,4-6 1-6
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Johnson S.,Martinez P.,Johnson S.,115,54,478,850,1.61,2.3,7-6 6-2
Winston-Salem Open at Wake Forest University,2022-08-23,Hard,2nd Round,3,Edmund K.,Bonzi B.,Bonzi B.,665,50,32,921,3.75,1.28,4-6 6-7
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,2nd Round,3,Draper J.,Fognini F.,Draper J.,55,61,834,772,1.44,2.75,6-2 4-6 6-1
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,2nd Round,3,Van De Zandschulp B.,Griekspoor T.,Van De Zandschulp B.,23,46,1503,990,1.53,2.5,7-6 6-3
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,2nd Round,3,Tseng C.H.,Munar J.,Munar J.,85,57,618,824,2.5,1.53,3-6 4-6
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,2nd Round,3,Sonego L.,Tabilo A.,Sonego L.,63,72,755,686,1.33,3.4,7-5 6-1
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,3rd Round,3,Mannarino A.,Ramos-Vinolas A.,Mannarino A.,65,42,741,1050,1.72,2.1,6-3 6-3
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,3rd Round,3,Kubler J.,Djere L.,Djere L.,116,89,475,597,1.53,2.5,6-7 7-6 3-6
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,3rd Round,3,Cressy M.,Sonego L.,Cressy M.,34,63,1294,755,1.57,2.37,6-7 6-2 7-6
Winston-Salem Open at Wake Forest University,2022-08-24,Hard,3rd Round,3,Munar J.,Van De Zandschulp B.,Van De Zandschulp B.,57,23,824,1503,2.37,1.57,3-6 3-6
Winston-Salem Open at Wake Forest University,2022-08-25,Hard,3rd Round,3,Bonzi B.,Monteiro T.,Bonzi B.,50,67,921,721,1.53,2.5,7-5 6-2
Winston-Salem Open at Wake Forest University,2022-08-25,Hard,3rd Round,3,Thiem D.,Draper J.,Draper J.,231,55,221,834,2.62,1.5,1-6 4-6
Winston-Salem Open at Wake Forest University,2022-08-25,Hard,Quarterfinals,3,Cressy M.,Mannarino A.,Mannarino A.,34,65,1294,741,1.57,2.37,4-6 6-7
Winston-Salem Open at Wake Forest University,2022-08-25,Hard,Quarterfinals,3,Van De Zandschulp B.,Bonzi B.,Van De Zandschulp B.,23,50,1503,921,1.5,2.62,7-6 7-6
Winston-Salem Open at Wake Forest University,2022-08-26,Hard,Quarterfinals,3,Gasquet R.,Djere L.,Djere L.,91,89,583,597,1.72,2.1,4-6 6-3 6-7
Winston-Salem Open at Wake Forest University,2022-08-26,Hard,Quarterfinals,3,Huesler M.A.,Draper J.,Huesler M.A.,102,55,524,834,3.2,1.36,6-4 6-4
Winston-Salem Open at Wake Forest University,2022-08-27,Hard,Semifinals,3,Van De Zandschulp B.,Mannarino A.,Mannarino A.,23,65,1503,741,1.5,2.62,0-6 4-6
Winston-Salem Open at Wake Forest University,2022-08-27,Hard,Semifinals,3,Djere L.,Huesler M.A.,Djere L.,89,102,597,524,2.2,1.66,7-6 7-6
Winston-Salem Open at Wake Forest University,2022-08-27,Hard,The Final,3,Djere L.,Mannarino A.,Mannarino A.,89,65,597,741,2.75,1.44,6-7 4-6
US Open,2022-08-29,Hard,1st Round,5,Korda S.,Bagnis F.,Korda S.,52,105,905,509,1.12,6.0,5-7 7-6 7-5 6-1
US Open,2022-08-29,Hard,1st Round,5,Zhang Zh.,Van Rijthoven T.,Van Rijthoven T.,137,117,401,465,1.61,2.3,6-3 7-6 6-7 1-6 4-6
US Open,2022-08-29,Hard,1st Round,5,Wolf J.J.,Bautista Agut R.,Wolf J.J.,87,18,610,1840,4.0,1.25,6-4 6-4 6-4
US Open,2022-08-29,Hard,1st Round,5,Zapata Miralles B.,Paul T.,Paul T.,79,34,664,1305,6.0,1.12,6-4 3-6 6-2 0-6 5-7
US Open,2022-08-29,Hard,1st Round,5,Nishioka Y.,Davidovich Fokina A.,Davidovich Fokina A.,55,39,827,1210,2.2,1.66,3-6 5-7 3-6
US Open,2022-08-29,Hard,1st Round,5,Rinderknech A.,Halys Q.,Rinderknech A.,58,76,805,667,1.44,2.75,4-6 7-6 6-3 6-2
US Open,2022-08-29,Hard,1st Round,5,Majchrzak K.,Tabilo A.,Tabilo A.,90,71,592,696,2.1,1.72,1-6 4-6 7-6 1-6
US Open,2022-08-29,Hard,1st Round,5,Murray A.,Cerundolo F.,Murray A.,51,27,930,1400,1.66,2.2,7-5 6-3 6-3
US Open,2022-08-29,Hard,1st Round,5,Kozlov S.,Medvedev D.,Medvedev D.,111,1,493,6885,29.0,1.005,2-6 4-6 0-6
US Open,2022-08-29,Hard,1st Round,5,Berrettini M.,Jarry N.,Berrettini M.,14,123,2360,448,1.14,5.5,6-2 6-3 6-3
US Open,2022-08-29,Hard,1st Round,5,Edmund K.,Ruud C.,Ruud C.,601,7,42,4695,9.0,1.07,3-6 5-7 2-6
US Open,2022-08-29,Hard,1st Round,5,Etcheverry T.,Grenier H.,Grenier H.,86,119,612,459,2.75,1.44,6-4 2-6 3-6 4-6
US Open,2022-08-29,Hard,1st Round,5,Borges N.,Shelton B.,Borges N.,104,165,513,311,3.0,1.4,7-6 3-6 7-6 6-7 6-3
US Open,2022-08-29,Hard,1st Round,5,Kudla D.,Khachanov K.,Khachanov K.,96,31,550,1315,5.0,1.16,6-3 1-6 2-6 2-6
US Open,2022-08-29,Hard,1st Round,5,Carreno Busta P.,Thiem D.,Carreno Busta P.,15,211,2340,241,1.22,4.33,7-5 6-1 5-7 6-3
US Open,2022-08-29,Hard,1st Round,5,Krajinovic F.,De Minaur A.,De Minaur A.,44,20,1010,1665,4.0,1.25,5-7 2-6 3-6
US Open,2022-08-29,Hard,1st Round,5,Auger-Aliassime F.,Ritschard A.,Auger-Aliassime F.,8,186,3625,290,1.04,13.0,6-3 6-4 3-6 6-3
US Open,2022-08-29,Hard,1st Round,5,Lehecka J.,Garin C.,Garin C.,61,82,773,640,1.8,2.0,6-3 6-7 5-7 1-6
US Open,2022-08-29,Hard,1st Round,5,Monteiro T.,Molcan A.,Monteiro T.,67,40,721,1076,2.5,1.53,6-4 4-6 6-4 6-1
US Open,2022-08-29,Hard,1st Round,5,Machac T.,Van De Zandschulp B.,Van De Zandschulp B.,126,22,435,1573,3.0,1.4,6-3 6-7 1-6 6-3 5-7
US Open,2022-08-29,Hard,1st Round,5,Bublik A.,Gaston H.,Bublik A.,47,72,985,692,1.36,3.2,6-4 6-4 6-4
US Open,2022-08-29,Hard,1st Round,5,Sonego L.,Thompson J.,Thompson J.,63,102,765,527,1.5,2.62,6-2 6-1 2-6 4-6 4-6
US Open,2022-08-29,Hard,1st Round,5,Draper J.,Ruusuvuori E.,Draper J.,53,49,879,956,2.0,1.8,6-4 6-3 6-3
US Open,2022-08-29,Hard,1st Round,5,Fritz T.,Holt B.,Holt B.,12,303,3090,162,1.04,13.0,7-6 6-7 3-6 4-6
US Open,2022-08-30,Hard,1st Round,5,Tsitsipas S.,Galan D.E.,Galan D.E.,5,94,4890,568,1.04,13.0,0-6 1-6 6-3 5-7
US Open,2022-08-30,Hard,1st Round,5,Bonzi B.,Humbert U.,Bonzi B.,50,138,946,400,1.72,2.1,7-6 6-1 5-7 3-6 6-2
US Open,2022-08-30,Hard,1st Round,5,Kokkinakis T.,Kyrgios N.,Kyrgios N.,70,25,697,1430,5.0,1.16,3-6 4-6 6-7
US Open,2022-08-30,Hard,1st Round,5,Kotov P.,Nakashima B.,Nakashima B.,113,69,484,699,3.75,1.28,6-7 2-6 2-6
US Open,2022-08-30,Hard,1st Round,5,Dimitrov G.,Johnson S.,Dimitrov G.,19,110,1730,498,1.5,2.62,6-3 6-2 6-2
US Open,2022-08-30,Hard,1st Round,5,Paire B.,Norrie C.,Norrie C.,173,9,301,3415,11.0,1.05,0-6 6-7 0-6
US Open,2022-08-30,Hard,1st Round,5,O Connell C.,Duckworth J.,Duckworth J.,118,83,460,632,1.57,2.37,6-4 6-7 2-6 3-6
US Open,2022-08-30,Hard,1st Round,5,Gojowczyk P.,Rune H.,Rune H.,108,33,500,1310,3.75,1.28,2-6 4-6 6-7
US Open,2022-08-30,Hard,1st Round,5,Rublev A.,Djere L.,Rublev A.,11,64,3120,747,1.11,6.5,7-6 6-3 3-6 4-6 6-4
US Open,2022-08-30,Hard,1st Round,5,Tien L.,Kecmanovic M.,Kecmanovic M.,1042,36,8,1245,23.0,1.01,6-3 1-6 3-6 3-6
US Open,2022-08-30,Hard,1st Round,5,Coria F.,Griekspoor T.,Coria F.,78,46,665,990,7.0,1.1,7-5 6-4 6-3
US Open,2022-08-30,Hard,1st Round,5,Eubanks C.,Martinez P.,Eubanks C.,145,54,376,850,1.72,2.1,7-5 6-3 7-6
US Open,2022-08-30,Hard,1st Round,5,Couacaud E.,Coric B.,Coric B.,193,29,280,1360,6.0,1.12,2-6 6-7 6-3 6-4 5-7
US Open,2022-08-30,Hard,1st Round,5,Sinner J.,Altmaier D.,Sinner J.,13,93,3020,573,1.03,15.0,5-7 6-2 6-1 3-6 6-1
US Open,2022-08-30,Hard,1st Round,5,Goffin D.,Musetti L.,Musetti L.,62,30,770,1322,1.8,2.0,6-3 5-7 4-6 6-3 6-7
US Open,2022-08-30,Hard,1st Round,5,Mannarino A.,Brouwer G.,Brouwer G.,45,181,991,295,1.28,3.75,3-6 4-6 4-6
US Open,2022-08-30,Hard,1st Round,5,Otte O.,Hurkacz H.,Hurkacz H.,41,10,1070,3355,5.5,1.14,4-6 2-6 4-6
US Open,2022-08-30,Hard,1st Round,5,Fognini F.,Karatsev A.,Fognini F.,60,38,782,1210,2.1,1.72,1-6 5-7 6-4 6-1 6-4
US Open,2022-08-30,Hard,1st Round,5,Tseng C.H.,Popyrin A.,Popyrin A.,89,84,599,629,1.72,2.1,3-6 6-7 6-7
US Open,2022-08-30,Hard,1st Round,5,Tiafoe F.,Giron M.,Tiafoe F.,26,56,1400,826,1.36,3.2,7-6 6-4 6-3
US Open,2022-08-30,Hard,1st Round,5,Huesler M.A.,Shapovalov D.,Shapovalov D.,85,21,619,1640,4.0,1.25,6-2 4-6 4-6 6-3 1-6
US Open,2022-08-31,Hard,1st Round,5,Nadal R.,Hijikata R.,Nadal R.,3,198,5630,271,1.01,26.0,4-6 6-2 6-3 6-3
US Open,2022-08-31,Hard,1st Round,5,Munar J.,Carballes Baena R.,Carballes Baena R.,57,80,824,654,1.2,4.5,1-6 3-6 6-4 2-6
US Open,2022-08-31,Hard,2nd Round,5,Bublik A.,Carreno Busta P.,Carreno Busta P.,47,15,985,2340,3.75,1.28,6-4 4-6 3-6 6-7
US Open,2022-08-31,Hard,2nd Round,5,Moutet C.,Van De Zandschulp B.,Moutet C.,112,22,484,1573,2.75,1.44,6-4 1-6 6-2 6-4
US Open,2022-08-31,Hard,2nd Round,5,De Minaur A.,Garin C.,De Minaur A.,20,82,1665,640,1.12,6.0,6-3 6-0 4-6 6-2
US Open,2022-08-31,Hard,2nd Round,5,Berrettini M.,Grenier H.,Berrettini M.,14,119,2360,459,1.12,6.0,2-6 6-1 7-6 7-6
US Open,2022-08-31,Hard,2nd Round,5,Tabilo A.,Wolf J.J.,Wolf J.J.,71,87,696,610,3.4,1.33,6-4 5-7 4-6 3-6
US Open,2022-08-31,Hard,2nd Round,5,Galan D.E.,Thompson J.,Galan D.E.,94,102,568,527,1.72,2.1,6-3 2-6 3-6 6-4 6-3
US Open,2022-08-31,Hard,2nd Round,5,Van Rijthoven T.,Ruud C.,Ruud C.,117,7,465,4695,6.0,1.12,7-6 4-6 4-6 4-6
US Open,2022-08-31,Hard,2nd Round,5,Davidovich Fokina A.,Fucsovics M.,Davidovich Fokina A.,39,98,1210,545,1.44,2.75,7-6 5-7 3-6 6-0 7-6
US Open,2022-08-31,Hard,2nd Round,5,Korda S.,Paul T.,Paul T.,52,34,905,1305,1.8,2.0,0-6 6-3 6-4 3-6 4-6
US Open,2022-08-31,Hard,2nd Round,5,Kyrgios N.,Bonzi B.,Kyrgios N.,25,50,1430,946,1.12,6.0,7-6 6-4 4-6 6-4
US Open,2022-08-31,Hard,2nd Round,5,Borges N.,Wu Y.,Wu Y.,104,174,513,301,3.4,1.33,7-6 6-7 6-4 4-6 4-6
US Open,2022-09-01,Hard,2nd Round,5,Khachanov K.,Monteiro T.,Khachanov K.,31,67,1315,721,1.25,4.0,6-3 6-3 5-7 6-4
US Open,2022-09-01,Hard,2nd Round,5,Auger-Aliassime F.,Draper J.,Draper J.,8,53,3625,879,1.4,3.0,4-6 4-6 4-6
US Open,2022-09-01,Hard,2nd Round,5,Medvedev D.,Rinderknech A.,Medvedev D.,1,58,6885,805,1.01,21.0,6-2 7-5 6-3
US Open,2022-09-01,Hard,2nd Round,5,Evans D.,Duckworth J.,Evans D.,23,83,1510,632,1.25,4.0,6-3 6-2 4-6 6-4
US Open,2022-09-01,Hard,2nd Round,5,Coric B.,Brooksby J.,Brooksby J.,29,43,1360,1027,1.9,1.9,4-6 6-7 1-6
US Open,2022-09-01,Hard,2nd Round,5,Sinner J.,Eubanks C.,Sinner J.,13,145,3020,376,1.08,8.0,6-4 7-6 6-2
US Open,2022-09-01,Hard,2nd Round,5,Coria F.,Alcaraz C.,Alcaraz C.,78,4,665,5100,19.0,1.02,2-6 1-6 5-7
US Open,2022-09-01,Hard,2nd Round,5,Norrie C.,Sousa J.,Norrie C.,9,59,3415,786,1.05,11.0,6-4 6-4 7-6
US Open,2022-09-01,Hard,2nd Round,5,Brouwer G.,Musetti L.,Musetti L.,181,30,295,1322,2.75,1.44,7-6 3-6 4-6 2-6
US Open,2022-09-01,Hard,2nd Round,5,Rublev A.,Kwon S.W.,Rublev A.,11,81,3120,646,1.16,5.0,6-3 6-0 6-4
US Open,2022-09-01,Hard,2nd Round,5,Dimitrov G.,Nakashima B.,Nakashima B.,19,69,1730,699,1.66,2.2,6-7 5-7 3-6
US Open,2022-09-01,Hard,2nd Round,5,Schwartzman D.,Popyrin A.,Schwartzman D.,16,84,2200,629,1.28,3.75,7-6 7-5 7-6
US Open,2022-09-01,Hard,2nd Round,5,Kecmanovic M.,Gasquet R.,Gasquet R.,36,91,1245,583,1.4,3.0,2-6 4-6 6-4 4-6
US Open,2022-09-01,Hard,2nd Round,5,Shapovalov D.,Carballes Baena R.,Shapovalov D.,21,80,1640,654,1.16,5.0,6-4 4-6 6-3 6-2
US Open,2022-09-02,Hard,2nd Round,5,Hurkacz H.,Ivashka I.,Ivashka I.,10,73,3355,685,1.3,3.5,4-6 6-4 6-7 3-6
US Open,2022-09-02,Hard,2nd Round,5,Tiafoe F.,Kubler J.,Tiafoe F.,26,109,1400,500,1.33,3.4,7-6 7-5 7-6
US Open,2022-09-02,Hard,2nd Round,5,Fognini F.,Nadal R.,Nadal R.,60,3,782,5630,8.0,1.08,6-2 4-6 2-6 1-6
US Open,2022-09-02,Hard,3rd Round,5,Davidovich Fokina A.,Galan D.E.,Davidovich Fokina A.,39,94,1210,568,1.4,3.0,6-4 5-7 6-4 6-4
US Open,2022-09-02,Hard,3rd Round,5,Murray A.,Berrettini M.,Berrettini M.,51,14,930,2360,2.75,1.44,4-6 4-6 7-6 3-6
US Open,2022-09-02,Hard,3rd Round,5,Ruud C.,Paul T.,Ruud C.,7,34,4695,1305,1.57,2.37,7-6 6-7 7-6 5-7 6-0
US Open,2022-09-02,Hard,3rd Round,5,Cachin P.,Moutet C.,Moutet C.,66,112,723,484,3.4,1.33,3-6 6-4 2-6 5-7
US Open,2022-09-02,Hard,3rd Round,5,Carreno Busta P.,De Minaur A.,Carreno Busta P.,15,20,2340,1665,1.72,2.1,6-1 6-1 3-6 7-6
US Open,2022-09-03,Hard,3rd Round,5,Medvedev D.,Wu Y.,Medvedev D.,1,174,6885,301,1.04,13.0,6-4 6-2 6-2
US Open,2022-09-03,Hard,3rd Round,5,Rune H.,Norrie C.,Norrie C.,33,9,1310,3415,3.75,1.28,5-7 4-6 1-6
US Open,2022-09-03,Hard,3rd Round,5,Rublev A.,Shapovalov D.,Rublev A.,11,21,3120,1640,1.53,2.5,6-4 2-6 6-7 6-4 7-6
US Open,2022-09-03,Hard,3rd Round,5,Brooksby J.,Alcaraz C.,Alcaraz C.,43,4,1027,5100,4.0,1.25,3-6 3-6 3-6
US Open,2022-09-03,Hard,3rd Round,5,Tiafoe F.,Schwartzman D.,Tiafoe F.,26,16,1400,2200,1.44,2.75,7-6 6-4 6-4
US Open,2022-09-03,Hard,3rd Round,5,Musetti L.,Ivashka I.,Ivashka I.,30,73,1322,685,2.62,1.5,4-6 6-3 2-6 3-6
US Open,2022-09-04,Hard,3rd Round,5,Sinner J.,Nakashima B.,Sinner J.,13,69,3020,699,1.36,3.2,3-6 6-4 6-1 6-2
US Open,2022-09-04,Hard,4th Round,5,Davidovich Fokina A.,Berrettini M.,Berrettini M.,39,14,1210,2360,3.4,1.33,6-3 6-7 3-6 6-4 2-6
US Open,2022-09-04,Hard,4th Round,5,Ruud C.,Moutet C.,Ruud C.,7,112,4695,484,1.16,5.0,6-1 6-2 6-7 6-2
US Open,2022-09-04,Hard,4th Round,5,Carreno Busta P.,Khachanov K.,Khachanov K.,15,31,2340,1315,1.44,2.75,6-4 3-6 1-6 6-4 3-6
US Open,2022-09-05,Hard,4th Round,5,Kyrgios N.,Medvedev D.,Kyrgios N.,25,1,1430,6885,2.5,1.53,7-6 3-6 6-3 6-2
US Open,2022-09-05,Hard,4th Round,5,Norrie C.,Rublev A.,Rublev A.,9,11,3415,3120,1.61,2.3,4-6 4-6 4-6
US Open,2022-09-05,Hard,4th Round,5,Tiafoe F.,Nadal R.,Tiafoe F.,26,3,1400,5630,4.5,1.2,6-4 4-6 6-4 6-3
US Open,2022-09-06,Hard,4th Round,5,Ivashka I.,Sinner J.,Sinner J.,73,13,685,3020,4.33,1.22,1-6 7-5 2-6 6-4 3-6
US Open,2022-09-06,Hard,4th Round,5,Alcaraz C.,Cilic M.,Alcaraz C.,4,17,5100,2175,1.2,4.5,6-4 3-6 6-4 4-6 6-3
US Open,2022-09-06,Hard,Quarterfinals,5,Berrettini M.,Ruud C.,Ruud C.,14,7,2360,4695,1.8,2.0,1-6 4-6 6-7
US Open,2022-09-07,Hard,Quarterfinals,5,Khachanov K.,Kyrgios N.,Khachanov K.,31,25,1315,1430,4.5,1.2,7-5 4-6 7-5 6-7 6-4
US Open,2022-09-07,Hard,Quarterfinals,5,Rublev A.,Tiafoe F.,Tiafoe F.,11,26,3120,1400,1.8,2.0,6-7 6-7 4-6
US Open,2022-09-08,Hard,Quarterfinals,5,Alcaraz C.,Sinner J.,Alcaraz C.,4,13,5100,3020,1.61,2.3,6-3 6-7 6-7 7-5 6-3
US Open,2022-09-09,Hard,Semifinals,5,Khachanov K.,Ruud C.,Ruud C.,31,7,1315,4695,2.75,1.44,6-7 2-6 7-5 2-6
US Open,2022-09-10,Hard,Semifinals,5,Alcaraz C.,Tiafoe F.,Alcaraz C.,4,26,5100,1400,1.5,2.62,6-7 6-3 6-1 6-7 6-3
US Open,2022-09-11,Hard,The Final,5,Ruud C.,Alcaraz C.,Alcaraz C.,7,4,4695,5100,2.8,1.45,4-6 6-2 6-7 3-6
Open de Moselle,2022-09-19,Hard,1st Round,3,Korda S.,Gaston H.,Korda S.,49,79,940,667,1.28,3.75,6-3 7-6
Open de Moselle,2022-09-19,Hard,1st Round,3,Karatsev A.,Sonego L.,Sonego L.,39,65,1130,755,1.72,2.1,5-7 3-6
Open de Moselle,2022-09-20,Hard,1st Round,3,Ruusuvuori E.,Lehecka J.,Ruusuvuori E.,51,63,921,766,1.36,3.2,6-4 6-4
Open de Moselle,2022-09-20,Hard,1st Round,3,Munar J.,Rinderknech A.,Rinderknech A.,56,60,814,772,2.5,1.53,2-6 6-2 5-7
Open de Moselle,2022-09-20,Hard,1st Round,3,Simon G.,Goffin D.,Simon G.,175,62,302,770,3.75,1.28,6-3 6-3
Open de Moselle,2022-09-21,Hard,1st Round,3,Mannarino A.,Ymer M.,Ymer M.,47,100,956,540,1.61,2.3,5-7 0-6
Open de Moselle,2022-09-21,Hard,1st Round,3,Furness E.,Bublik A.,Bublik A.,208,44,245,985,5.0,1.16,7-5 4-6 6-7
Open de Moselle,2022-09-21,Hard,1st Round,3,Bonzi B.,Humbert U.,Bonzi B.,61,110,771,480,1.9,1.9,6-2 2-6 6-1
Open de Moselle,2022-09-21,Hard,2nd Round,3,Musetti L.,Korda S.,Korda S.,30,49,1367,940,2.62,1.5,3-6 6-7
Open de Moselle,2022-09-22,Hard,2nd Round,3,Rinderknech A.,Basilashvili N.,Rinderknech A.,60,36,772,1210,1.36,3.2,7-6 6-3
Open de Moselle,2022-09-22,Hard,2nd Round,3,Ruusuvuori E.,Bublik A.,Bublik A.,51,44,921,985,1.66,2.2,7-6 4-6 3-6
Open de Moselle,2022-09-22,Hard,2nd Round,3,Sonego L.,Simon G.,Sonego L.,65,175,755,302,1.4,3.0,7-6 6-4
Open de Moselle,2022-09-22,Hard,2nd Round,3,Hurkacz H.,Thiem D.,Hurkacz H.,10,182,3355,296,1.4,3.0,6-3 6-4
Open de Moselle,2022-09-22,Hard,2nd Round,3,Medvedev D.,Wawrinka S.,Wawrinka S.,4,284,5065,175,1.12,6.0,4-6 7-6 3-6
Open de Moselle,2022-09-23,Hard,Quarterfinals,3,Sonego L.,Korda S.,Sonego L.,65,49,755,940,2.75,1.44,6-4 6-4
Open de Moselle,2022-09-23,Hard,Quarterfinals,3,Rinderknech A.,Hurkacz H.,Hurkacz H.,60,10,772,3355,4.33,1.22,3-6 2-6
Open de Moselle,2022-09-23,Hard,Quarterfinals,3,Rune H.,Bublik A.,Bublik A.,31,44,1348,985,1.9,1.9,3-6 7-5 4-6
Open de Moselle,2022-09-24,Hard,Semifinals,3,Sonego L.,Hurkacz H.,Sonego L.,65,10,755,3355,3.5,1.3,7-6 6-4
Open de Moselle,2022-09-25,Hard,The Final,3,Bublik A.,Sonego L.,Sonego L.,44,65,985,755,1.9,1.9,6-7 2-6
San Diego Open,2022-09-19,Hard,1st Round,3,Duckworth J.,Popyrin A.,Duckworth J.,83,90,637,584,1.8,2.0,7-5 4-6 6-1
San Diego Open,2022-09-19,Hard,1st Round,3,Mena F.,Etcheverry T.,Etcheverry T.,151,89,362,593,2.1,1.72,6-7 3-6
San Diego Open,2022-09-21,Hard,1st Round,3,Svajda Z.,Nakashima B.,Nakashima B.,411,69,102,744,6.0,1.12,5-7 6-7
San Diego Open,2022-09-22,Hard,1st Round,3,Tabilo A.,Johnson S.,Tabilo A.,70,116,741,463,2.3,1.61,7-5 6-2
San Diego Open,2022-09-22,Hard,2nd Round,3,Krueger M.,Duckworth J.,Duckworth J.,228,83,218,637,3.0,1.4,3-6 6-7
San Diego Open,2022-09-22,Hard,2nd Round,3,Giron M.,Etcheverry T.,Giron M.,58,89,791,593,1.3,3.5,6-4 6-3
San Diego Open,2022-09-22,Hard,2nd Round,3,Martinez P.,Galan D.E.,Galan D.E.,68,75,745,677,2.75,1.44,7-5 1-6 4-6
San Diego Open,2022-09-22,Hard,2nd Round,3,O Connell C.,Wolf J.J.,O Connell C.,130,73,419,692,2.5,1.53,6-3 7-5
San Diego Open,2022-09-22,Hard,2nd Round,3,Lestienne C.,Tabilo A.,Lestienne C.,76,70,677,741,2.2,1.66,6-1 6-3
San Diego Open,2022-09-23,Hard,2nd Round,3,Nakashima B.,Kudla D.,Nakashima B.,69,104,744,516,1.28,3.75,6-3 6-4
San Diego Open,2022-09-23,Hard,Quarterfinals,3,Duckworth J.,Giron M.,Giron M.,83,58,637,791,2.5,1.53,6-7 3-6
San Diego Open,2022-09-24,Hard,Quarterfinals,3,Brooksby J.,O Connell C.,O Connell C.,50,130,937,419,1.3,3.5,4-6 6-4 5-7
San Diego Open,2022-09-24,Hard,Quarterfinals,3,Nakashima B.,Galan D.E.,Nakashima B.,69,75,744,677,1.3,3.5,6-3 4-6 6-4
San Diego Open,2022-09-24,Hard,Semifinals,3,Evans D.,Giron M.,Giron M.,25,58,1420,791,1.5,2.62,3-6 5-7
San Diego Open,2022-09-25,Hard,Semifinals,3,Nakashima B.,O Connell C.,Nakashima B.,69,130,744,419,1.36,3.2,6-4 7-6
San Diego Open,2022-09-26,Hard,The Final,3,Giron M.,Nakashima B.,Nakashima B.,58,69,791,744,2.75,1.4,4-6 4-6
Korea Open,2022-09-26,Hard,1st Round,3,Kovacevic A.,Kecmanovic M.,Kovacevic A.,222,32,228,1270,6.0,1.12,6-4 6-4
Korea Open,2022-09-27,Hard,1st Round,3,Peniston R.,Jarry N.,Jarry N.,140,111,391,479,2.62,1.5,3-6 6-7
Korea Open,2022-09-27,Hard,1st Round,3,Martinez P.,Mcdonald M.,Mcdonald M.,67,82,745,635,2.75,1.44,5-7 4-6
Korea Open,2022-09-27,Hard,1st Round,3,Evans D.,Nishioka Y.,Nishioka Y.,25,56,1490,827,1.8,2.0,2-6 6-7
Korea Open,2022-09-28,Hard,2nd Round,3,Shapovalov D.,Munar J.,Shapovalov D.,24,59,1640,814,1.3,3.5,7-5 6-4
Korea Open,2022-09-29,Hard,2nd Round,3,Norrie C.,Uchida K.,Norrie C.,8,163,3550,328,1.08,8.0,6-2 6-2
Korea Open,2022-09-29,Hard,2nd Round,3,Kovacevic A.,Tseng C. H.,Kovacevic A.,222,88,228,598,2.3,1.61,7-6 6-7 6-2
Korea Open,2022-09-29,Hard,2nd Round,3,Nishioka Y.,Daniel T.,Nishioka Y.,56,92,827,569,1.61,2.3,6-2 6-4
Korea Open,2022-09-29,Hard,2nd Round,3,Jarry N.,Ruud C.,Ruud C.,111,2,479,5850,5.0,1.16,2-6 6-3 3-6
Korea Open,2022-09-30,Hard,Quarterfinals,3,Shapovalov D.,Albot R.,Shapovalov D.,24,91,1640,577,1.28,3.75,6-2 6-2
Korea Open,2022-09-30,Hard,Quarterfinals,3,Ruud C.,Nishioka Y.,Nishioka Y.,2,56,5850,827,1.22,4.33,2-6 6-3 2-6
Korea Open,2022-09-30,Hard,Quarterfinals,3,Kovacevic A.,Mcdonald M.,Kovacevic A.,222,82,228,635,3.75,1.28,4-6 6-3 6-2
Korea Open,2022-10-01,Hard,Semifinals,3,Brooksby J.,Shapovalov D.,Shapovalov D.,46,24,982,1640,2.2,1.66,5-7 4-6
